# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2000 100-4500uHz ; MODE-A 2.0Msun Xc0.40
l n_pg freq_uHz
2 53 3511.753813
2 54 3576.164005
2 55 3640.691846
2 56 3705.336289
2 57 3770.087687
2 58 3834.926717
2 59 3899.837404
2 60 3964.811210
2 61 4029.837983
2 62 4094.912797
2 63 4160.037850
2 64 4225.220677
2 65 4290.471360
2 66 4355.792122
2 67 4421.182056
2 68 4486.641959
3 -5 106.958177
3 -4 128.188221
3 -3 157.894976
3 -2 183.787540
3 -1 220.976437
3 0 247.253329
3 1 296.161123
3 2 343.264160
3 3 355.457613
3 4 415.739162
3 5 477.365242
3 6 538.095705
3 7 598.147984
3 8 658.745114
3 9 720.396629
3 10 783.002819
3 11 846.347245
3 12 910.194653
3 13 974.132749
3 14 1037.731321
3 15 1100.565932
3 16 1162.517400
3 17 1223.949557
3 18 1285.599643
3 19 1348.127047
3 20 1411.716946
3 21 1476.159810
3 22 1541.078056
3 23 1606.037118
3 24 1670.176546
3 25 1734.532524
3 26 1799.548936
3 27 1864.282486
3 28 1928.828554
3 29 1993.334372
3 30 2057.945459
3 31 2122.726201
3 32 2187.672736
3 33 2252.723047
3 34 2317.779020
3 35 2382.736911
3 36 2447.496857
3 37 2511.992354
3 38 2576.206372
3 39 2640.182471
3 40 2704.025114
3 41 2767.871266
3 42 2831.825602
3 43 2895.940906
3 44 2960.215411
3 45 3024.603191
3 46 3089.047028
3 47 3153.497274
3 48 3217.918509
3 49 3282.299732
3 50 3346.659590
3 51 3411.037105
3 52 3475.470098
3 53 3539.993043
3 54 3604.631494
3 55 3669.388150
3 56 3734.253236
3 57 3799.207002
3 58 3864.224309
3 59 3929.288946
3 60 3994.387429
3 61 4059.507284
3 62 4124.644605
3 63 4189.802086
3 64 4254.988794
3 65 4320.212460
3 66 4385.473703
3 67 4450.775193
