# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2000 100-4500uHz ; MODE-A 2.0Msun Xc0.30
l n_pg freq_uHz
1 65 3696.128782
1 66 3753.058351
1 67 3810.031242
1 68 3867.040109
1 69 3924.077401
1 70 3981.135220
1 71 4038.200839
1 72 4095.256498
1 73 4152.289928
1 74 4209.293229
1 75 4266.256920
1 76 4323.174760
1 77 4380.044669
1 78 4436.864474
1 79 4493.631546
2 -4 102.138624
2 -3 119.037139
2 -2 150.676795
2 -1 174.611203
2 0 208.466655
2 1 244.620611
2 2 289.514269
2 3 332.236211
2 4 343.221726
2 5 393.507163
2 6 445.175103
2 7 496.527294
2 8 548.610132
2 9 601.747699
2 10 655.778449
2 11 710.487718
2 12 765.616085
2 13 820.759714
2 14 875.522672
2 15 929.608214
2 16 983.041436
2 17 1036.265277
2 18 1089.923241
2 19 1144.432739
2 20 1199.820175
2 21 1255.848283
2 22 1312.204111
2 23 1368.572002
2 24 1424.509811
2 25 1479.747759
2 26 1536.083193
2 27 1592.229502
2 28 1648.279746
2 29 1704.359373
2 30 1760.554449
2 31 1816.900898
2 32 1873.374920
2 33 1929.915189
2 34 1986.441394
2 35 2042.858775
2 36 2099.085018
2 37 2155.059972
2 38 2210.759775
2 39 2266.219128
2 40 2321.527128
2 41 2376.793792
2 42 2432.115776
2 43 2487.543284
2 44 2543.085215
2 45 2598.717658
2 46 2654.401392
2 47 2710.109302
2 48 2765.829013
2 49 2821.566969
2 50 2877.342517
2 51 2933.184760
2 52 2989.119718
2 53 3045.159713
2 54 3101.307366
2 55 3157.552368
2 56 3213.876436
2 57 3270.263729
2 58 3326.695785
2 59 3383.155742
2 60 3439.635375
2 61 3496.131638
2 62 3552.647162
2 63 3609.186216
2 64 3665.753461
2 65 3722.358253
2 66 3779.006878
2 67 3835.699732
2 68 3892.435609
2 69 3949.212877
2 70 4006.027759
2 71 4062.869419
2 72 4119.725849
2 73 4176.591490
2 74 4233.460794
2 75 4290.327190
2 76 4347.188428
2 77 4404.043780
2 78 4460.891027
3 -6 100.480565
3 -5 119.660738
3 -4 137.973444
3 -3 149.690498
3 -2 167.314777
3 -1 198.440451
3 0 223.492370
3 1 256.659360
3 2 306.418072
3 3 358.842027
3 4 401.245537
3 5 412.062069
3 6 463.701669
3 7 515.480441
3 8 568.164785
3 9 621.838676
3 10 676.315663
3 11 731.392481
3 12 786.734950
3 13 841.941195
3 14 896.613832
3 15 950.578793
3 16 1004.011794
3 17 1057.473561
3 18 1111.597417
3 19 1166.643981
3 20 1222.499222
3 21 1278.869597
3 22 1335.436157
3 23 1391.876240
3 24 1446.960303
3 25 1503.469166
3 26 1559.865739
3 27 1616.096268
3 28 1672.274137
3 29 1728.514661
3 30 1784.878354
3 31 1841.375814
3 32 1897.964759
3 33 1954.572175
3 34 2011.110791
3 35 2067.485255
3 36 2123.625937
3 37 2179.484951
3 38 2235.065047
3 39 2290.428891
3 40 2345.680913
3 41 2400.932510
3 42 2456.263243
3 43 2511.706518
3 44 2567.258063
3 45 2622.886683
3 46 2678.558440
3 47 2734.255285
3 48 2789.974792
3 49 2845.731920
3 50 2901.552651
3 51 2957.468434
3 52 3013.500958
3 53 3069.658685
3 54 3125.939920
3 55 3182.328554
3 56 3238.806306
3 57 3295.355173
3 58 3351.953410
3 59 3408.585187
3 60 3465.241227
3 61 3521.917012
3 62 3578.612579
3 63 3635.327139
3 64 3692.063040
3 65 3748.824990
3 66 3805.611814
3 67 3862.418734
3 68 3919.241013
3 69 3976.073996
3 70 4032.909100
3 71 4089.732492
3 72 4146.535261
3 73 4203.313817
3 74 4260.063258
3 75 4316.781328
3 76 4373.470293
3 77 4430.132566
3 78 4486.769691
