# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2000 100-4500uHz ; MODE-A 2.0Msun Xc0.30
l n_pg freq_uHz
0 1 159.045786
0 2 205.452480
0 3 252.845994
0 4 300.321102
0 5 349.158959
0 6 399.689757
0 7 450.400743
0 8 501.274221
0 9 553.194989
0 10 606.318381
0 11 660.413445
0 12 715.224824
0 13 770.445793
0 14 825.649994
0 15 880.425288
0 16 934.493671
0 17 987.907255
0 18 1041.139539
0 19 1094.837432
0 20 1149.376402
0 21 1204.744669
0 22 1260.691006
0 23 1316.905412
0 24 1373.078765
0 25 1428.734021
0 26 1483.841097
0 27 1539.916078
0 28 1595.797945
0 29 1651.586843
0 30 1707.411128
0 31 1763.357508
0 32 1819.464480
0 33 1875.711465
0 34 1932.041122
0 35 1988.377294
0 36 2044.628575
0 37 2100.716079
0 38 2156.581240
0 39 2212.201606
0 40 2267.612514
0 41 2322.902802
0 42 2378.181492
0 43 2433.543434
0 44 2489.036872
0 45 2544.668762
0 46 2600.413178
0 47 2656.229305
0 48 2712.088862
0 49 2767.978329
0 50 2823.903199
0 51 2879.881757
0 52 2935.941827
0 53 2992.107185
0 54 3048.387349
0 55 3104.781766
0 56 3161.275976
0 57 3217.847932
0 58 3274.477632
0 59 3331.141767
0 60 3387.819295
0 61 3444.497656
0 62 3501.169471
0 63 3557.833264
0 64 3614.488999
0 65 3671.138149
0 66 3727.787518
0 67 3784.441014
0 68 3841.098193
0 69 3897.758697
0 70 3954.423124
0 71 4011.090804
0 72 4067.755111
0 73 4124.410184
0 74 4181.056982
0 75 4237.696080
0 76 4294.327328
0 77 4350.954534
0 78 4407.582060
0 79 4464.212042
1 -2 104.527421
1 -1 162.603374
1 1 204.020277
1 2 216.497302
1 3 264.818022
1 4 317.069254
1 5 369.827530
1 6 421.932778
1 7 473.268441
1 8 524.781577
1 9 577.292651
1 10 630.799483
1 11 685.109962
1 12 740.019773
1 13 795.164819
1 14 850.145893
1 15 904.572547
1 16 958.316982
1 17 1011.615014
1 18 1065.046708
1 19 1119.206537
1 20 1174.300434
1 21 1230.177408
1 22 1286.532905
1 23 1343.046719
1 24 1399.387285
1 25 1454.381862
1 26 1510.942319
1 27 1567.278475
1 28 1623.462406
1 29 1679.611134
1 30 1735.832652
1 31 1792.179184
1 32 1848.650561
1 33 1905.198166
1 34 1961.745363
1 35 2018.201576
1 36 2074.472060
1 37 2130.488854
1 38 2186.207896
1 39 2241.638493
1 40 2296.849335
1 41 2351.946322
1 42 2407.038914
1 43 2462.201320
1 44 2517.463720
1 45 2572.820675
1 46 2628.242606
1 47 2683.700777
1 48 2739.182402
1 49 2794.690774
1 50 2850.245628
1 51 2905.877327
1 52 2961.620373
1 53 3017.498479
1 54 3073.522382
1 55 3129.692061
1 56 3185.992983
1 57 3242.408696
1 58 3298.922013
1 59 3355.511702
1 60 3412.162466
1 61 3468.864828
1 62 3525.613793
1 63 3582.408357
1 64 3639.246319
