# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2000 100-4500uHz ; MODE-A 2.0Msun Xc0.20
l n_pg freq_uHz
1 24 1202.848365
1 25 1250.285946
1 26 1299.011164
1 27 1347.604334
1 28 1396.143847
1 29 1444.711884
1 30 1493.364835
1 31 1542.123666
1 32 1590.969277
1 33 1639.852323
1 34 1688.704917
1 35 1737.453684
1 36 1786.025945
1 37 1834.357225
1 38 1882.411507
1 39 1930.194986
1 40 1977.752017
1 41 2025.162146
1 42 2072.516952
1 43 2119.890478
1 44 2167.324696
1 45 2214.835757
1 46 2262.420663
1 47 2310.070802
1 48 2357.788308
1 49 2405.581160
1 50 2453.461971
1 51 2501.444978
1 52 2549.543019
1 53 2597.759072
1 54 2646.086622
1 55 2694.518654
1 56 2743.042350
1 57 2791.641706
1 58 2840.303724
1 59 2889.015927
1 60 2937.769834
1 61 2986.560903
1 62 3035.386348
1 63 3084.248473
1 64 3133.149812
1 65 3182.091102
1 66 3231.074768
1 67 3280.102084
1 68 3329.169687
1 69 3378.268301
1 70 3427.387402
1 71 3476.520254
1 72 3525.657540
1 73 3574.787081
1 74 3623.901104
1 75 3672.994025
1 76 3722.059964
1 77 3771.094451
1 78 3820.095790
1 79 3869.060726
1 80 3917.982639
1 81 3966.857543
1 82 4015.680476
1 83 4064.442086
1 84 4113.135607
1 85 4161.755014
1 86 4210.293564
1 87 4258.751043
1 88 4307.130585
1 89 4355.435138
1 90 4403.674566
1 91 4451.866499
2 -4 108.779977
2 -3 131.783961
2 -2 144.129849
2 -1 159.105127
2 0 184.290005
2 1 213.241541
2 2 249.777175
2 3 292.171565
2 4 336.126316
2 5 374.663884
2 6 382.227717
2 7 424.371311
2 8 469.197606
2 9 515.061546
2 10 561.704579
2 11 608.902948
2 12 656.304797
2 13 703.553480
2 14 750.341262
2 15 796.616345
2 16 842.612489
2 17 888.798883
2 18 935.613001
2 19 983.184902
2 20 1031.369293
2 21 1079.923672
2 22 1128.617956
2 23 1177.245561
2 24 1225.442595
2 25 1273.116540
2 26 1321.673180
2 27 1370.121645
2 28 1418.555442
2 29 1467.045683
2 30 1515.637434
2 31 1564.331642
2 32 1613.097672
2 33 1661.882022
2 34 1710.613279
2 35 1759.222722
2 36 1807.638880
2 37 1855.811050
2 38 1903.722311
2 39 1951.397726
2 40 1998.899746
2 41 2046.317304
2 42 2093.739331
2 43 2141.225722
2 44 2188.806333
2 45 2236.487767
2 46 2284.260402
2 47 2332.119036
2 48 2380.066408
2 49 2428.110605
2 50 2476.261805
2 51 2524.530672
2 52 2572.922040
2 53 2621.427855
2 54 2670.035786
2 55 2718.730966
2 56 2767.492302
2 57 2816.299949
2 58 2865.136516
2 59 2913.986996
2 60 2962.842273
2 61 3011.696153
2 62 3060.547023
2 63 3109.397671
2 64 3158.249478
2 65 3207.105044
2 66 3255.968717
2 67 3304.842095
2 68 3353.722096
2 69 3402.601759
2 70 3451.476882
2 71 3500.345115
2 72 3549.199785
2 73 3598.035495
2 74 3646.851076
2 75 3695.645584
2 76 3744.417920
2 77 3793.169229
2 78 3841.901742
2 79 3890.613717
2 80 3939.302272
2 81 3987.966657
2 82 4036.601732
2 83 4085.200329
2 84 4133.758247
2 85 4182.269248
2 86 4230.729391
2 87 4279.140979
2 88 4327.506565
2 89 4375.830547
2 90 4424.126200
2 91 4472.409806
3 -6 106.844269
3 -5 116.786303
3 -4 131.578055
3 -3 151.043743
3 -2 172.172162
3 -1 192.182973
3 0 207.614109
3 1 222.838291
3 2 262.382797
3 3 307.070872
3 4 351.630399
3 5 395.692240
3 6 440.104583
3 7 454.270391
3 8 485.933092
3 9 532.272259
3 10 579.310043
3 11 626.781537
3 12 674.306293
3 13 721.539956
3 14 768.252001
3 15 814.495582
3 16 860.633438
3 17 907.166083
3 18 954.413249
3 19 1002.392201
3 20 1050.903276
3 21 1099.697228
3 22 1148.551225
3 23 1197.227942
3 24 1244.681091
3 25 1293.489197
3 26 1342.152640
3 27 1390.744936
3 28 1439.352749
3 29 1488.036389
3 30 1536.823142
3 31 1585.697772
3 32 1634.614304
3 33 1683.508420
3 34 1732.307314
3 35 1780.940062
3 36 1829.340656
3 37 1877.470672
3 38 1925.333016
3 39 1972.969559
3 40 2020.458664
3 41 2067.893468
3 42 2115.352680
3 43 2162.882410
3 44 2210.501841
3 45 2258.209941
3 46 2305.997487
3 47 2353.865505
3 48 2401.820638
3 49 2449.874082
3 50 2498.038258
3 51 2546.324176
3 52 2594.732971
3 53 2643.255089
3 54 2691.880084
3 55 2740.591820
3 56 2789.370535
3 57 2838.199679
3 58 2887.063626
3 59 2935.951052
3 60 2984.855251
3 61 3033.771725
3 62 3082.701547
3 63 3131.646678
3 64 3180.607532
3 65 3229.586513
3 66 3278.585305
3 67 3327.601241
3 68 3376.625973
3 69 3425.649868
3 70 3474.667243
3 71 3523.670257
3 72 3572.648120
3 73 3621.594388
3 74 3670.505098
3 75 3719.376117
3 76 3768.204676
3 77 3816.990931
3 78 3865.734009
3 79 3914.429672
3 80 3963.076186
3 81 4011.671597
3 82 4060.209527
3 83 4108.685808
3 84 4157.097643
3 85 4205.441019
3 86 4253.717920
3 87 4301.934245
3 88 4350.095317
3 89 4398.212240
3 90 4446.304262
3 91 4494.387700
