# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.5Msun Xc0.40
l n_pg freq_uHz
0 2 254.152674
0 3 312.996948
0 4 371.273292
0 5 431.143637
0 6 493.109722
0 7 556.082281
0 8 620.154434
0 9 686.024852
0 10 753.604148
0 11 822.510010
0 12 892.410537
0 13 963.045640
0 14 1034.148210
0 15 1105.471656
0 16 1176.828671
0 17 1248.058045
0 18 1319.072175
0 19 1389.817774
0 20 1460.290098
0 21 1530.590293
0 22 1600.878812
0 23 1671.325581
0 24 1742.033966
0 25 1813.046294
0 26 1884.351428
0 27 1955.888692
0 28 2027.561629
0 29 2099.242093
0 30 2170.753769
0 31 2241.637329
0 32 2311.730996
0 33 2383.426081
0 34 2454.959241
0 35 2526.328307
0 36 2597.553366
0 37 2668.664811
0 38 2739.704048
0 39 2810.723925
0 40 2881.767733
0 41 2952.866598
0 42 3024.040889
0 43 3095.295265
0 44 3166.617441
0 45 3237.987326
0 46 3309.372343
0 47 3380.735863
0 48 3452.040595
0 49 3523.245976
0 50 3594.318297
0 51 3665.243862
0 52 3736.023198
0 53 3806.682436
0 54 3877.279844
0 55 3947.883047
0 56 4018.557549
0 57 4089.363211
0 58 4160.337991
0 59 4231.496441
0 60 4302.836070
0 61 4374.338966
0 62 4445.982565
0 63 4517.745158
0 64 4589.601461
0 65 4661.530496
0 66 4733.519343
0 67 4805.552939
0 68 4877.615082
0 69 4949.695186
0 70 5021.783680
0 71 5093.867025
0 72 5165.931853
0 73 5237.969200
0 74 5309.971675
0 75 5381.929387
0 76 5453.835913
1 -1 200.775880
1 1 244.202986
1 2 263.943953
1 3 326.654398
1 4 391.158490
1 5 456.309537
1 6 520.901671
1 7 585.316458
1 8 650.597626
1 9 717.401171
1 10 785.556014
1 11 854.789835
1 12 924.889635
1 13 995.603741
1 14 1066.707498
1 15 1137.959662
1 16 1209.214060
1 17 1280.342099
1 18 1351.246817
1 19 1421.899321
1 20 1492.346618
1 21 1562.720595
1 22 1633.191566
1 23 1703.893009
1 24 1774.910193
1 25 1846.252392
1 26 1917.891453
1 27 1989.734994
1 28 2061.668251
1 29 2133.544382
1 30 2205.111731
1 31 2274.832782
1 32 2346.860484
1 33 2418.724180
1 34 2490.411157
1 35 2561.926045
1 36 2633.292388
1 37 2704.541185
1 38 2775.719219
1 39 2846.874139
1 40 2918.040129
1 41 2989.241728
1 42 3060.490754
1 43 3131.781538
1 44 3203.097099
1 45 3274.411888
1 46 3345.690782
1 47 3416.898860
