# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.5Msun Xc0.30
l n_pg freq_uHz
0 2 219.471912
0 3 271.789238
0 4 324.427115
0 5 378.592751
0 6 434.837712
0 7 492.945277
0 8 552.220702
0 9 612.348436
0 10 673.135688
0 11 734.649672
0 12 796.960583
0 13 859.898976
0 14 923.046976
0 15 985.839210
0 16 1047.864564
0 17 1109.153651
0 18 1170.350040
0 19 1232.218329
0 20 1295.024965
0 21 1358.564552
0 22 1422.484881
0 23 1486.480028
0 24 1550.357270
0 25 1614.006293
0 26 1677.401561
0 27 1740.529359
0 28 1803.371122
0 29 1865.873052
0 30 1927.815352
0 31 1988.587233
0 32 2051.857403
0 33 2115.288860
0 34 2178.862031
0 35 2242.534392
0 36 2306.259345
0 37 2369.989115
0 38 2433.678402
0 39 2497.278521
0 40 2560.737260
0 41 2624.008214
0 42 2687.071383
0 43 2749.952617
0 44 2812.718384
0 45 2875.439766
0 46 2938.164759
0 47 3000.910424
0 48 3063.673181
0 49 3126.454378
0 50 3189.283367
0 51 3252.201248
0 52 3315.235837
0 53 3378.394103
0 54 3441.662246
0 55 3505.015157
0 56 3568.433336
0 57 3631.904685
0 58 3695.417080
0 59 3758.958687
0 60 3822.518535
0 61 3886.089457
0 62 3949.680984
0 63 4013.319564
0 64 4077.032104
0 65 4140.837129
0 66 4204.743423
0 67 4268.747033
0 68 4332.833858
0 69 4396.988479
0 70 4461.198295
0 71 4525.449845
0 72 4589.722472
0 73 4653.991393
0 74 4718.237135
0 75 4782.446561
0 76 4846.610650
0 77 4910.730690
0 78 4974.817373
0 79 5038.875791
0 80 5102.903011
0 81 5166.897692
0 82 5230.860053
0 83 5294.788793
0 84 5358.687493
0 85 5422.562944
0 86 5486.413575
1 1 225.466698
1 2 273.272314
1 3 288.554219
1 4 340.856656
1 5 399.449873
1 6 458.863718
1 7 518.803197
1 8 579.122891
1 9 639.799811
1 10 700.934169
1 11 762.724689
1 12 825.235255
1 13 888.193521
1 14 951.133300
1 15 1013.518092
1 16 1075.094141
1 17 1136.199972
1 18 1197.615289
1 19 1259.914170
1 20 1323.129915
1 21 1386.955810
1 22 1451.054307
1 23 1515.156545
1 24 1579.106791
1 25 1642.835203
1 26 1706.328471
1 27 1769.575359
1 28 1832.537991
1 29 1895.117773
1 30 1956.584027
1 31 2018.958528
1 32 2082.649486
1 33 2146.508031
1 34 2210.494446
1 35 2274.557884
1 36 2338.644267
1 37 2402.700592
1 38 2466.674268
1 39 2530.508025
1 40 2594.146043
1 41 2657.547963
1 42 2720.714030
1 43 2783.692440
1 44 2846.556273
1 45 2909.364599
1 46 2972.147655
1 47 3034.908378
1 48 3097.641490
1 49 3160.363650
1 50 3223.114734
1 51 3285.931816
1 52 3348.832738
1 53 3411.815116
1 54 3474.859758
1 55 3537.946278
1 56 3601.064228
1 57 3664.206412
1 58 3727.365302
