                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                    "x86_64-linux-26.6.1"                                 "CRMATH"                               "20260609"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      686                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999779525006E-001                  2.1081297090053547E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999779525006E-001                  2.1081297090053547E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5110484142278713E+000                  3.0828442621520761E-006                 -5.5110484142278713E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.5110484142278713E+000                  3.0828442621520761E-006                 -5.5110484142280898E+000                 -1.7810449626114217E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6884181420361317E+000                  7.2915100690013579E-001                  5.1039238024230127E-001                  3.5933741258742118E+000                  0.0000000000000000E+000                  1.4271420774673071E+001                 -4.1006129257453844E-001                  6.5500154521560123E+000                  6.1297212108921739E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205734E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        4 
                                       5                                      683                  7.4416000000000014E-005                 -4.6832750158095005E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456708117235E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456708117235E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5109622592847689E+000                  3.0834558946497929E-006                 -5.5109622592847689E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.5109622592847689E+000                  3.0834558946497929E-006                 -5.5109622592850629E+000                 -1.7680653930574788E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6895890682447163E+000                  7.3384731777538303E-001                  5.1039868326275517E-001                  3.5933615198333038E+000                  0.0000000000000000E+000                  1.4271420774726913E+001                 -4.1006129253123497E-001                  6.5500154521665914E+000                  6.1297212108921439E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        2 
                                      10                                      683                  2.5958682111999997E-004                 -4.2873687855713758E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456651653960E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456651653960E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5107151529235523E+000                  3.0852108291586009E-006                 -5.5107151529235523E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5107151529235523E+000                  3.0852108291586009E-006                 -5.5107151529238596E+000                 -1.7660298379671790E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6900037933397480E+000                  7.3551072311062415E-001                  5.1040093574031420E-001                  3.5933570148781859E+000                  0.0000000000000000E+000                  1.4271420774911444E+001                 -4.1006129238891836E-001                  6.5500154522088287E+000                  6.1297212108919952E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        2 
                                      15                                      683                  7.2035107872931814E-004                 -3.8914625553332525E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456409857235E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493456409857235E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5101038263239124E+000                  3.0895567271469038E-006                 -5.5101038263239124E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5101038263239124E+000                  3.0895567271469038E-006                 -5.5101038263242206E+000                 -1.7660004523430349E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6900967217618321E+000                  7.3588410113544367E-001                  5.1040176790855452E-001                  3.5933553505417053E+000                  0.0000000000000000E+000                  1.4271420775381884E+001                 -4.1006129202801822E-001                  6.5500154523183971E+000                  6.1297212108916077E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        3 
                                      20                                      683                  1.8668799962237366E-003                 -3.4955563250951283E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493455607660260E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.4493455607660260E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5086042808902462E+000                  3.1002428823998503E-006                 -5.5086042808902462E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.5086042808902462E+000                  3.1002428823998503E-006                 -5.5086042808905527E+000                 -1.7660004311012838E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6901194246128273E+000                  7.3597556865442115E-001                  5.1040209596605302E-001                  3.5933546944267079E+000                  0.0000000000000000E+000                  1.4271420776553468E+001                 -4.1006129112941436E-001                  6.5500154525914445E+000                  6.1297212108906374E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        2 
                                      25                                      683                  4.7198108322034473E-003                 -3.0996500948570040E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1557300395881367E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1557300395881367E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5050027507588055E+000                  3.1260595670494150E-006                 -5.5050027507588055E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.5050027507588055E+000                  3.1260595670494150E-006                 -5.5050027507591093E+000                 -1.7660004287755040E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6901244012968686E+000                  7.3599572373894306E-001                  5.1040222014023129E-001                  3.5933544460783517E+000                  0.0000000000000000E+000                  1.4271420779460440E+001                 -4.1006128889840510E-001                  6.5500154532676138E+000                  6.1297212108882415E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        2 
                                      30                                      683                  1.1818815689988481E-002                 -2.7037438646188803E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1133615450806924E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1133615450806924E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4967746086486455E+000                  3.1858504942575658E-006                 -5.4967746086486455E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4967746086486455E+000                  3.1858504942575658E-006                 -5.4967746086489440E+000                 -1.7660004230122055E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6901253617943186E+000                  7.3599965769612008E-001                  5.1040226612391959E-001                  3.5933543541109749E+000                  0.0000000000000000E+000                  1.4271420786678577E+001                 -4.1006128335620545E-001                  6.5500154549440950E+000                  6.1297212108823085E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        2 
                                      35                                      683                  2.9483411457712130E-002                 -2.3078376343807561E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1091415530980050E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1091415530980050E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4799718016709900E+000                  3.3115262221040838E-006                 -5.4799718016709900E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -5.4799718016709900E+000                  3.3115262221040838E-006                 -5.4799718016712768E+000                 -1.7660004087169359E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6901255485524400E+000                  7.3600043706448937E-001                  5.1040228229186169E-001                  3.5933543217750907E+000                  0.0000000000000000E+000                  1.4271420804607287E+001                 -4.1006126958489897E-001                  6.5500154591029318E+000                  6.1297212108676025E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        5 
                                      40                                      683                  7.3438578398454232E-002                 -1.9119314041426323E+000                  1.5000000000000000E+000                  3.3474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1083887052522458E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399999E-001                  2.1083887052522458E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4526456832299752E+000                  3.5265846818544052E-006                 -5.4526456832299752E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.4526456832299752E+000                  3.5265846818544052E-006                 -5.4526456832302452E+000                 -1.7660003732486562E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6901255915794602E+000                  7.3600060750627527E-001                  5.1040228145871358E-001                  3.5933543234413867E+000                  0.0000000000000000E+000                  1.4271420849141888E+001                 -4.1006123536427019E-001                  6.5500154694206936E+000                  6.1297212108311583E-001                  8.5824770319108334E-001                  1.2743228965333044E+000                  7.1649999999999991E-001                  2.6947131977607081E-001                  2.3838810482634588E-003                  6.5489967737205734E-003                  2.3838810482634588E-003                  6.5489967737205751E-003                  1.0747499999999997E+000                  4.0420697966410618E-001                                        0                                        3 
