# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.2Msun midMS
l n_pg freq_uHz
0 1 245.230338
0 2 343.245197
0 3 442.992170
0 4 546.442871
0 5 654.680499
0 6 767.364457
0 7 879.547721
0 8 991.685122
0 9 1104.987264
0 10 1217.266514
0 11 1328.964915
0 12 1437.444660
0 13 1543.443884
0 14 1649.365592
0 15 1756.989327
0 16 1866.471940
0 17 1975.512706
0 18 2083.798083
0 19 2191.046742
0 20 2298.873457
0 21 2407.831141
0 22 2517.741232
0 23 2628.284236
0 24 2738.603446
0 25 2848.888947
0 26 2958.854101
0 27 3068.864523
0 28 3179.087941
0 29 3289.466874
0 30 3400.163139
0 31 3510.726795
0 32 3621.182347
0 33 3731.184327
0 34 3840.010679
0 35 3948.107714
0 36 4059.383137
0 37 4170.744206
0 38 4282.006344
0 39 4393.269370
0 40 4504.541156
0 41 4615.755188
0 42 4727.035474
0 43 4838.218671
0 44 4949.382168
0 45 5060.453338
0 46 5171.405399
0 47 5282.330185
0 48 5393.134315
1 1 253.726792
1 2 364.725956
1 3 483.072737
1 4 596.134234
1 5 708.750977
1 6 821.969009
1 7 933.168927
1 8 1045.666417
1 9 1158.017870
1 10 1269.747488
1 11 1380.015244
1 12 1486.741831
1 13 1592.465605
1 14 1698.831906
1 15 1807.574123
1 16 1917.016748
1 17 2025.769879
1 18 2133.568902
1 19 2240.893885
1 20 2349.389152
1 21 2458.825627
1 22 2569.242705
1 23 2679.786743
1 24 2790.164931
1 25 2900.418851
1 26 3010.402293
1 27 3120.643221
1 28 3230.983913
1 29 3341.634581
1 30 3452.389453
1 31 3562.974852
1 32 3673.372605
1 33 3783.039652
1 34 3889.651021
1 35 4001.025087
1 36 4112.411855
1 37 4223.818714
1 38 4335.117102
1 39 4446.479619
1 40 4557.768667
1 41 4669.085834
1 42 4780.392930
1 43 4891.607405
1 44 5002.807660
1 45 5113.852029
1 46 5224.850628
1 47 5335.763543
1 48 5446.596370
2 -2 214.986944
2 -1 246.190846
2 0 277.962331
2 1 337.685114
2 2 421.309891
2 3 531.830257
2 4 643.798747
2 5 757.653841
2 6 870.256323
2 7 982.003187
2 8 1094.936382
2 9 1206.872153
2 10 1318.335264
2 11 1426.927476
2 12 1532.818838
2 13 1638.565171
2 14 1745.850594
2 15 1855.243053
2 16 1964.385319
2 17 2072.829980
2 18 2180.230816
2 19 2288.040123
2 20 2397.049035
2 21 2507.009540
2 22 2617.711219
2 23 2728.224398
2 24 2838.700196
2 25 2948.882015
2 26 3059.051580
2 27 3169.460221
2 28 3280.000660
2 29 3390.878124
2 30 3501.646745
2 31 3612.298903
2 32 3722.539677
2 33 3831.702680
2 34 3939.679424
2 35 4051.125986
2 36 4162.652160
2 37 4274.087501
2 38 4385.502557
2 39 4496.935371
2 40 4608.296778
2 41 4719.723098
2 42 4831.054577
2 43 4942.353916
2 44 5053.567991
2 45 5164.648996
2 46 5275.701655
2 47 5386.628983
2 48 5497.533241
3 -3 221.334675
3 -2 244.154591
3 -1 270.915371
3 0 316.969067
3 1 356.312118
3 2 458.476270
3 3 572.110253
3 4 685.409249
3 5 799.904964
3 6 912.043963
3 7 1024.753373
3 8 1137.715238
3 9 1249.746091
3 10 1360.745733
3 11 1468.146642
3 12 1574.023900
3 13 1680.274011
3 14 1788.765546
3 15 1898.451609
3 16 2007.497690
3 17 2115.694948
3 18 2223.161959
3 19 2331.679010
3 20 2441.212080
3 21 2551.757186
3 22 2662.613803
3 23 2773.263052
3 24 2883.844213
3 25 2994.107503
3 26 3104.586558
3 27 3215.192464
3 28 3326.064239
3 29 3437.115890
3 30 3547.986322
3 31 3658.705984
3 32 3768.762401
3 33 3876.018084
3 34 3986.982946
3 35 4098.610516
3 36 4210.280076
3 37 4321.823512
3 38 4433.418894
3 39 4544.949125
3 40 4656.479385
3 41 4768.017196
3 42 4879.445858
3 43 4990.861252
3 44 5102.121634
3 45 5213.315574
3 46 5324.432414
3 47 5435.449440
