# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.2Msun Xc0.40
l n_pg freq_uHz
0 1 233.700718
0 2 327.509523
0 3 423.994661
0 4 521.345004
0 5 622.620834
0 6 728.384609
0 7 834.068255
0 8 939.787513
0 9 1046.892991
0 10 1153.010541
0 11 1258.438645
0 12 1360.757070
0 13 1460.773903
0 14 1561.240799
0 15 1663.460600
0 16 1767.428195
0 17 1870.770122
0 18 1973.298141
0 19 2075.023194
0 20 2177.375979
0 21 2280.955859
0 22 2385.316787
0 23 2490.270248
0 24 2594.959176
0 25 2699.556078
0 26 2803.913384
0 27 2908.229029
0 28 3012.822148
0 29 3117.508106
0 30 3222.472325
0 31 3327.283747
0 32 3431.823103
0 33 3535.685246
0 34 3637.017226
0 35 3742.648853
0 36 3848.194738
0 37 3953.781878
0 38 4059.319794
0 39 4164.789463
0 40 4270.313730
0 41 4375.756103
0 42 4481.245822
0 43 4586.673179
0 44 4692.016481
0 45 4797.312056
0 46 4902.452402
0 47 5007.569364
0 48 5112.590683
0 49 5217.554079
0 50 5322.471071
0 51 5427.263585
1 -1 233.634234
1 1 244.194713
1 2 346.190975
1 3 458.313841
1 4 565.515017
1 5 671.882008
1 6 778.944520
1 7 884.045534
1 8 990.380362
1 9 1096.748282
1 10 1202.300431
1 11 1306.414733
1 12 1407.051260
1 13 1507.058533
1 14 1608.100071
1 15 1711.394320
1 16 1815.287391
1 17 1918.277398
1 18 2020.464936
1 19 2122.311794
1 20 2225.407080
1 21 2329.438484
1 22 2434.270869
1 23 2539.254735
1 24 2643.960945
1 25 2748.597539
1 26 2852.950358
1 27 2957.527674
1 28 3062.252521
1 29 3167.179632
1 30 3272.234355
1 31 3376.997729
1 32 3481.432928
1 33 3584.382490
1 34 3687.478971
1 35 3793.165970
1 36 3898.789148
1 37 4004.464572
1 38 4110.015276
1 39 4215.598436
1 40 4321.155371
1 41 4426.676376
1 42 4532.231120
1 43 4637.660600
1 44 4743.059162
1 45 4848.329930
1 46 4953.502625
1 47 5058.640483
1 48 5163.663202
1 49 5268.669505
1 50 5373.561828
1 51 5478.379397
2 -3 203.295381
2 -2 233.615294
2 -1 263.527558
2 0 304.561287
2 1 335.391388
2 2 404.094669
2 3 506.153560
2 4 611.527712
2 5 718.916380
2 6 825.358059
2 7 930.940572
2 8 1037.827418
2 9 1143.736305
2 10 1248.997607
2 11 1351.451952
2 12 1451.348507
2 13 1551.617462
2 14 1653.543833
2 15 1757.442160
2 16 1860.910144
2 17 1963.577251
2 18 2065.440496
2 19 2167.779388
2 20 2271.417260
2 21 2375.858753
2 22 2480.969783
2 23 2585.866774
2 24 2690.650046
2 25 2795.226313
2 26 2899.710789
2 27 3004.487429
2 28 3109.351952
2 29 3214.498244
2 30 3319.526974
2 31 3424.274290
2 32 3528.409354
2 33 3629.745676
2 34 3735.555177
2 35 3841.281825
2 36 3947.033894
2 37 4052.747069
2 38 4158.373936
2 39 4264.055610
2 40 4369.651360
2 41 4475.283755
2 42 4580.860516
2 43 4686.340400
2 44 4791.774117
2 45 4897.045385
2 46 5002.284011
2 47 5107.427765
2 48 5212.502043
2 49 5317.531437
2 50 5422.429162
3 -4 216.424456
3 -3 238.531417
3 -2 269.107214
3 -1 306.671092
3 0 332.313163
3 1 356.829804
3 2 436.480038
3 3 543.540588
3 4 650.528636
3 5 758.794684
3 6 864.872501
3 7 971.453476
3 8 1078.458347
3 9 1184.386732
3 10 1289.215929
3 11 1390.503287
3 12 1490.581825
3 13 1591.507769
3 14 1694.592548
3 15 1798.743072
3 16 1902.028206
3 17 2004.539476
3 18 2106.509751
3 19 2209.602105
3 20 2313.746430
3 21 2418.705168
3 22 2523.981692
3 23 2628.955916
3 24 2733.881913
3 25 2838.513480
3 26 2943.306176
3 27 3048.289907
3 28 3153.437147
3 29 3258.773018
3 30 3363.832263
3 31 3468.591273
3 32 3572.147303
3 33 3674.942338
3 34 3780.895414
3 35 3886.761871
3 36 3992.684305
3 37 4098.483807
3 38 4204.289449
3 39 4310.083870
3 40 4415.818668
3 41 4521.593022
3 42 4627.240684
3 43 4732.843788
3 44 4838.328531
3 45 4943.693060
3 46 5049.025383
3 47 5154.233918
3 48 5259.417142
3 49 5364.491042
3 50 5469.473488
