# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.2Msun zams
l n_pg freq_uHz
0 1 264.367603
0 2 369.599863
0 3 476.364808
0 4 593.075832
0 5 715.088150
0 6 841.088803
0 7 965.308443
0 8 1089.927910
0 9 1214.744270
0 10 1338.743567
0 11 1462.082813
0 12 1581.859998
0 13 1699.287773
0 14 1815.562227
0 15 1933.722820
0 16 2053.311644
0 17 2173.005613
0 18 2291.733132
0 19 2409.327569
0 20 2527.463411
0 21 2646.487257
0 22 2766.870420
0 23 2887.597768
0 24 3008.467291
0 25 3129.094925
0 26 3249.523580
0 27 3370.108862
0 28 3490.782611
0 29 3611.903907
0 30 3733.107162
0 31 3854.450106
0 32 3975.646821
0 33 4096.622126
0 34 4217.313756
0 35 4336.992707
0 36 4454.785318
0 37 4576.754554
0 38 4698.785003
0 39 4820.769619
0 40 4942.757087
0 41 5064.791576
0 42 5186.761084
0 43 5308.775459
0 44 5430.671603
1 1 274.216115
1 2 399.126696
1 3 529.066935
1 4 653.076930
1 5 777.959819
1 6 902.643883
1 7 1025.563520
1 8 1149.881121
1 9 1273.385773
1 10 1396.930311
1 11 1518.365499
1 12 1636.616558
1 13 1753.125762
1 14 1869.839987
1 15 1988.911174
1 16 2108.567355
1 17 2228.038411
1 18 2346.053978
1 19 2463.846700
1 20 2582.364300
1 21 2702.108132
1 22 2822.841563
1 23 2943.675310
1 24 3064.587896
1 25 3185.097777
1 26 3305.697101
1 27 3426.346133
1 28 3547.304079
1 29 3668.572556
1 30 3789.894677
1 31 3911.301643
1 32 4032.425013
1 33 4153.397749
1 34 4273.792468
1 35 4391.855650
1 36 4512.279443
1 37 4634.318302
1 38 4756.417899
1 39 4878.430166
1 40 5000.526262
1 41 5122.574022
1 42 5244.629318
1 43 5366.657198
1 44 5488.577120
2 -1 225.963018
2 0 280.303062
2 1 351.553878
2 2 454.572926
2 3 579.751792
2 4 704.086620
2 5 830.372988
2 6 954.365562
2 7 1078.140233
2 8 1202.406833
2 9 1325.796826
2 10 1448.903017
2 11 1568.723774
2 12 1686.127042
2 13 1802.267321
2 14 1920.054277
2 15 2039.584454
2 16 2159.328899
2 17 2278.328681
2 18 2396.062014
2 19 2514.259786
2 20 2633.309451
2 21 2753.757941
2 22 2874.677311
2 23 2995.732185
2 24 3116.617147
2 25 3237.238833
2 26 3358.032005
2 27 3478.883778
2 28 3600.182043
2 29 3721.591910
2 30 3843.128287
2 31 3964.558431
2 32 4085.741190
2 33 4206.676694
2 34 4326.681698
2 35 4444.372376
2 36 4566.531357
2 37 4688.733928
2 38 4810.903857
2 39 4933.053472
2 40 5055.260371
2 41 5177.391757
2 42 5299.566815
2 43 5421.627568
3 -2 215.522581
3 -1 257.253070
3 0 311.419941
3 1 378.167141
3 2 499.270970
3 3 624.865997
3 4 750.419404
3 5 876.667984
3 6 1000.272817
3 7 1124.882915
3 8 1248.928798
3 9 1372.674095
3 10 1494.996529
3 11 1613.859939
3 12 1730.808791
3 13 1847.355628
3 14 1966.276714
3 15 2086.123417
3 16 2205.963216
3 17 2324.503363
3 18 2442.454712
3 19 2561.118971
3 20 2680.895806
3 21 2801.873178
3 22 2923.007220
3 23 3044.278569
3 24 3165.172978
3 25 3286.066139
3 26 3407.046916
3 27 3528.253467
3 28 3649.838544
3 29 3771.461697
3 30 3893.204021
3 31 4014.679732
3 32 4135.987400
3 33 4256.806987
3 34 4375.976402
3 35 4495.581806
3 36 4617.898558
3 37 4740.282615
3 38 4862.570687
3 39 4984.921597
3 40 5107.240560
3 41 5229.538068
3 42 5351.826882
3 43 5473.987990
