# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.0Msun Xc0.20
l n_pg freq_uHz
0 1 238.571177
0 2 369.809400
0 3 486.381194
0 4 609.390445
0 5 735.498908
0 6 863.335458
0 7 990.528735
0 8 1118.632325
0 9 1244.897813
0 10 1369.432684
0 11 1490.147867
0 12 1609.165817
0 13 1728.756802
0 14 1849.098408
0 15 1969.437172
0 16 2088.232057
0 17 2206.763496
0 18 2326.041554
0 19 2446.411874
0 20 2567.513710
0 21 2688.476392
0 22 2809.589592
0 23 2930.786962
0 24 3052.441838
0 25 3174.498212
0 26 3296.763711
0 27 3419.283800
0 28 3541.763023
0 29 3664.403542
0 30 3787.010342
0 31 3909.598366
0 32 4031.994817
0 33 4153.844709
0 34 4273.693489
0 35 4394.766229
0 36 4518.327842
0 37 4641.841964
0 38 4765.355201
0 39 4888.849158
0 40 5012.276407
0 41 5135.708180
0 42 5259.031266
0 43 5382.329478
1 -2 241.402534
1 -1 258.284096
1 1 341.852337
1 2 402.849870
1 3 532.533790
1 4 664.340723
1 5 792.306129
1 6 921.062706
1 7 1048.422073
1 8 1175.961623
1 9 1301.741608
1 10 1424.398622
1 11 1544.496294
1 12 1663.491563
1 13 1783.981452
1 14 1904.707777
1 15 2024.601453
1 16 2143.485024
1 17 2262.357558
1 18 2382.588371
1 19 2503.542789
1 20 2624.894947
1 21 2746.158002
1 22 2867.424604
1 23 2989.121873
1 24 3111.079319
1 25 3233.500021
1 26 3356.019607
1 27 3478.672602
1 28 3601.380393
1 29 3724.078975
1 30 3846.854032
1 31 3969.414427
1 32 4091.736833
1 33 4213.133829
1 34 4331.866016
1 35 4455.478369
1 36 4579.050122
1 37 4702.659143
1 38 4826.173501
1 39 4949.708697
1 40 5073.159426
1 41 5196.579528
1 42 5319.933993
1 43 5443.183689
2 -5 208.176113
2 -4 232.183257
2 -3 261.085773
2 -2 294.611398
2 -1 339.105311
2 0 370.963028
2 1 460.159305
2 2 475.700332
2 3 593.020804
2 4 722.931166
2 5 851.831349
2 6 979.700822
2 7 1107.862823
2 8 1234.297671
2 9 1359.135872
2 10 1480.093284
2 11 1599.356227
2 12 1718.955554
2 13 1839.528758
2 14 1960.203920
2 15 2079.368977
2 16 2198.228541
2 17 2317.716736
2 18 2438.390800
2 19 2559.802304
2 20 2681.112278
2 21 2802.561228
2 22 2924.050543
2 23 3046.014225
2 24 3168.344746
2 25 3290.903674
2 26 3413.695222
2 27 3536.436662
2 28 3659.329657
2 29 3782.165111
2 30 3904.986042
2 31 4027.595165
2 32 4149.670842
2 33 4269.888305
2 34 4390.873762
2 35 4514.604202
2 36 4638.271414
2 37 4761.935021
2 38 4885.562993
2 39 5009.120756
2 40 5132.671574
2 41 5256.107300
2 42 5379.512471
3 -8 200.823489
3 -7 216.451424
3 -6 232.760114
3 -5 253.420529
3 -4 281.009628
3 -3 315.082029
3 -2 352.658129
3 -1 377.559014
3 0 418.232328
3 1 504.955044
3 2 516.608211
3 3 639.497228
3 4 769.803457
3 5 900.178610
3 6 1028.422913
3 7 1157.083969
3 8 1283.559672
3 9 1407.340540
3 10 1528.007628
3 11 1647.307191
3 12 1767.988194
3 13 1888.993868
3 14 2009.469465
3 15 2128.705040
3 16 2247.872917
3 17 2368.322268
3 18 2489.564402
3 19 2611.342515
3 20 2732.969145
3 21 2854.645755
3 22 2976.679327
3 23 3098.996930
3 24 3221.789758
3 25 3344.665498
3 26 3467.713057
3 27 3590.770927
3 28 3713.845558
3 29 3836.971787
3 30 3959.891252
3 31 4082.583114
3 32 4204.392600
3 33 4323.213560
3 34 4447.114410
3 35 4570.980882
3 36 4694.864484
3 37 4818.646541
3 38 4942.442435
3 39 5066.135765
3 40 5189.799415
3 41 5313.376972
3 42 5436.849719
