# GYRE 8.1 JCD GL6 w_osc=25 w_ctr=20 n_freq=2500 200-5500uHz ; MODE-A 1.0Msun Xc0.30
l n_pg freq_uHz
0 1 253.405067
0 2 389.609972
0 3 512.709452
0 4 644.881668
0 5 780.721596
0 6 917.833398
0 7 1054.020971
0 8 1190.942488
0 9 1325.981516
0 10 1459.502211
0 11 1589.057877
0 12 1716.458539
0 13 1843.820980
0 14 1971.990397
0 15 2100.508036
0 16 2227.550303
0 17 2353.981834
0 18 2480.725152
0 19 2608.593786
0 20 2737.386889
0 21 2866.200429
0 22 2995.168501
0 23 3124.105960
0 24 3253.494388
0 25 3383.275393
0 26 3513.344687
0 27 3643.719252
0 28 3774.092115
0 29 3904.653879
0 30 4035.184055
0 31 4165.785117
0 32 4296.283995
0 33 4426.504533
0 34 4556.165806
0 35 4681.510698
0 36 4813.032407
0 37 4944.506155
0 38 5076.007251
0 39 5207.476783
0 40 5338.900659
0 41 5470.323612
1 -2 206.769019
1 -1 268.198531
1 1 292.764425
1 2 427.038904
1 3 565.911478
1 4 706.635416
1 5 843.303319
1 6 980.861212
1 7 1116.798488
1 8 1253.026606
1 9 1387.556240
1 10 1519.149586
1 11 1647.911744
1 12 1774.906535
1 13 1903.121827
1 14 2031.756441
1 15 2159.907490
1 16 2286.851695
1 17 2413.345916
1 18 2540.971746
1 19 2669.435147
1 20 2798.555042
1 21 2927.621543
1 22 3056.662629
1 23 3186.041124
1 24 3315.676351
1 25 3445.828223
1 26 3576.119462
1 27 3706.634057
1 28 3837.206495
1 29 3967.810831
1 30 4098.524611
1 31 4229.114175
1 32 4359.632526
1 33 4489.685874
1 34 4618.669617
1 35 4745.615257
1 36 4877.141805
1 37 5008.711813
1 38 5140.199946
1 39 5271.723626
1 40 5403.155737
2 -4 207.128946
2 -3 235.377913
2 -2 269.540701
2 -1 307.226362
2 0 361.641827
2 1 398.518370
2 2 491.401398
2 3 628.795916
2 4 768.010401
2 5 905.690702
2 6 1042.256135
2 7 1178.985762
2 8 1314.064220
2 9 1447.794467
2 10 1577.590844
2 11 1705.292389
2 12 1832.663885
2 13 1961.045330
2 14 2089.861263
2 15 2217.295889
2 16 2344.083254
2 17 2471.031974
2 18 2599.177126
2 19 2728.236827
2 20 2857.382735
2 21 2986.669763
2 22 3115.885258
2 23 3245.563654
2 24 3375.592507
2 25 3505.936911
2 26 3636.557759
2 27 3767.178120
2 28 3897.975619
2 29 4028.720339
2 30 4159.543438
2 31 4290.241850
2 32 4420.675897
2 33 4550.554394
2 34 4677.128296
2 35 4807.648257
2 36 4939.273353
2 37 5070.926094
2 38 5202.529823
2 39 5334.089420
2 40 5465.634480
3 -6 209.189526
3 -5 229.128165
3 -4 249.401200
3 -3 276.682842
3 -2 314.758176
3 -1 356.856943
3 0 397.277435
3 1 431.299112
3 2 536.699863
3 3 679.418523
3 4 818.478626
3 5 957.564503
3 6 1094.313470
3 7 1231.588809
3 8 1366.718069
3 9 1499.453558
3 10 1628.824702
3 11 1756.225944
3 12 1884.613821
3 13 2013.495751
3 14 2142.256398
3 15 2269.632189
3 16 2396.519040
3 17 2524.372461
3 18 2653.127645
3 19 2782.681068
3 20 2912.137675
3 21 3041.632739
3 22 3171.362775
3 23 3301.381307
3 24 3431.910551
3 25 3562.571663
3 26 3693.494791
3 27 3824.427433
3 28 3955.423662
3 29 4086.487931
3 30 4217.442724
3 31 4348.321333
3 32 4478.737595
3 33 4608.206127
3 34 4735.123622
3 35 4866.953868
3 36 4998.801295
3 37 5130.566546
3 38 5262.354856
3 39 5394.036486
